pcode,name
4815,"Floor coverings on a base of paper or of paperboard, whether or not cut to  ..."
4816,"Carbon paper, self-copy paper and other copying or transfer papers"
4817,"Envelopes, letter cards, plain postcards and correspondence cards, of paper ..."
4818,"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibr ..."
4819,"Cartons, boxes, cases, bags and other packing containers, of paper"
4820,"Registers, account books, note books, order books, receipt books"
4821,"Paper or paperboard lables of all kinds, whether or not printed."
4822,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboa ..."
4823,"Other paper, paperboard, cellulose wadding and webs of cellulose fibres"
4901,"Printed books, brochures, leaflets and similar printed matter"
4902,"Newspapers, journals and periodicals"
4903,"Children's picture, drawing or colouring books."
4904,"Music, printed or in manuscript, whether or not bound or illustrated."
4905,Maps and hydrographic or similar charts of all kinds
4906,"Plans and drawings for architectural, engineering, industrial, commercial"
4907,"Unused postage, revenue or similar stamps of current or new issue"
4908,Transfers (decalcomanias).
4909,Printed or illustrated postcards
4910,"Calendars of any kind, printed, including calendar blocks."
4911,"Other printed matter, including printed pictures and photographs."
5001,Silk-worm cocoons suitable for reeling.
5002,Raw silk (not thrown).
5003,Silk waste
5004,Silk yarn (other than yarn spun from silk waste) not put up for retail sale ...
5005,"Yarn spun from silk waste, not put up for retail sale."
5006,"Silk yarn and yarn spun from silk waste, put up for retail sale; silk-worm  ..."
5007,Woven fabrics of silk or of silk waste.
5101,"Wool, not carded or combed."
5102,"Fine or coarse animal hair, not carded or combed."
5103,Waste of wool or of fine or coarse animal hair
5104,Garnetted stock of wool or of fine or coarse animal hair.
5105,"Wool and fine or coarse animal hair, carded or combed"
5106,"Yarn of carded wool, not put up for retail sale."
5107,"Yarn of combed wool, not put up for retail sale."
5108,"Yarn of fine animal hair (carded or combed), not put up for retail sale."
5109,"Yarn of wool or of fine animal hair, put up for retail sale."
5110,Yarn of coarse animal hair or of horsehair
5111,Woven fabrics of carded wool or of carded fine animal hair.
5112,Woven fabrics of combed wool or of combed fine animal hair.
5113,Woven fabrics of coarse animal hair or of horsehair.
5201,"Cotton, not carded or combed."
5202,Cotton waste (including yarn waste and garnetted stock).
5203,"Cotton, carded or combed."
5204,"Cotton sewing thread, whether or not put up for retail sale."
5205,"Cotton yarn (other than sewing thread), containing 85 % or more by weight o ..."
5206,"Cotton yarn (other than sewing thread), containing less than 85 % by weight ..."
5207,Cotton yarn (other than sewing thread) put up for retail sale.
5208,"Woven fabrics of cotton, containing 85 % or more by weight of cotton"
5209,"Woven fabrics of cotton, containing 85 % or more by weight of cotton"
5210,"Woven fabrics of cotton, containing less than 85 % by weight of cotton"
5211,"Woven fabrics of cotton, containing less than 85 % by weight of cotton"
5212,Other woven fabrics of cotton.
5301,"Flax, raw or processed but not spun; flax tow and waste"
5302,"True hemp (Cannabis sativa L.), raw or processed but not spun"
5303,"Jute and other textile bast fibres (excluding flax, true hemp and ramie)"
5304,"Sisal and other textile fibres of the genus Agave, raw or processed but not ..."
5305,"Coconut, abaca, ramie and other vegetable textile fibres"
5306,Flax yarn.
5307,Yarn of jute or of other textile bast fibres of heading 53.03.
5308,Yarn of other vegetable textile fibres; paper yarn.
5309,Woven fabrics of flax.
5310,Woven fabrics of jute or of other textile bast fibres of heading 53.03.
5311,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yar ...
5401,"Sewing thread of man-made filaments, whether or not put up for retail sale. ..."
5402,Synthetic filament yarn (other than sewing thread)
5403,Artificial filament yarn (other than sewing thread)
5404,Synthetic monofilament of 67 decitex or more
5405,Artificial monofilament of 67 decitex or more
5406,"Man-made filament yarn (other than sewing thread), put up for retail sale."
5407,Woven fabrics of synthetic filament yarn
5408,Woven fabrics of artificial filament yarn
5501,Synthetic filament tow.
5502,Artificial filament tow.
5503,"Synthetic staple fibres, not carded, combed or otherwise processed for spin ..."
5504,"Artificial staple fibres, not carded, combed or otherwise processed for spi ..."
5505,"Waste (including noils, yarn waste and garnetted stock) of man-made fibres. ..."
5506,"Synthetic staple fibres, carded, combed or otherwise processed for spinning ..."
5507,"Artificial staple fibres, carded, combed or otherwise processed for spinnin ..."
5508,"Sewing thread of man-made staple fibres, whether or not put up for retail s ..."
5509,"Yarn (other than sewing thread) of synthetic staple fibres, not put up for  ..."
5510,"Yarn (other than sewing thread) of artificial staple fibres, not put up for ..."
5511,"Yarn (other than sewing thread) of man-made staple fibres, put up for retai ..."
5512,Woven fabrics of synthetic staple fibres
5513,Woven fabrics of synthetic staple fibres
5514,Woven fabrics of synthetic staple fibres
5515,Other woven fabrics of synthetic staple fibres.
5516,Woven fabrics of artificial staple fibres.
5601,Wadding of textile materials and articles thereof; textile fibres
5602,"Felt, whether or not impregnated, coated, covered or laminated."
5603,"Nonwovens, whether or not impregnated, coated, covered or laminated."
5604,"Rubber thread and cord, textile covered; textile yarn, and strip"
5605,"Metallised yarn, whether or not gimped, being textile yarn, or strip"
5606,"Gimped yarn, and strip and the like of heading 54.04 or 54.05, gimped"
5607,"Twine, cordage, ropes and cables, whether or not plaited or braided"
5608,"Knotted netting of twine, cordage or rope; made up fishing nets"
5609,"Articles of yarn, strip or the like of heading 54.04 or 54.05"
5701,"Carpets and other textile floor coverings, knotted, whether or not made up. ..."
5702,"Carpets and other textile floor coverings, woven, not tufted or flocked"
5703,"Carpets and other textile floor coverings, tufted, whether or not made up."
5704,"Carpets and other textile floor coverings, of felt, not tufted or flocked"
5705,"Other carpets and other textile floor coverings, whether or not made up."
5801,"Woven pile fabrics and chenille fabrics, other than fabrics of heading 58.0 ..."
5802,Terry towelling and similar woven terry fabrics
5803,"Gauze, other than narrow fabrics of heading 58.06."
5804,"Tulles and other net fabrics, not including woven, knitted or crocheted fab ..."
5805,"Hand-woven tapestries of the type Gobelins, Flanders, Aubusson, Beauvais an ..."
5806,"Narrow woven fabrics, other than goods of heading 58.07"
5807,"Labels, badges and similar articles of textile materials"
5808,Braids in the piece; ornamental trimmings
5809,Woven fabrics of metal thread and woven fabrics of metallised yarn
5810,"Embroidery in the piece, in strips or in motifs."
5811,Quilted textile products in the piece
5901,Textile fabrics coated with gum or amylaceous substances
5902,Tyre cord fabric of high tenacity yarn of nylon or other polyamides
5903,"Textile fabrics impregnated, coated, covered or laminated with plastics"
5904,"Linoleum, whether or not cut to shape"
5905,Textile wall coverings.
5906,"Rubberised textile fabrics, other than those of heading 59.02."
5907,"Textile fabrics otherwise impregnated, coated or covered"
5908,"Textile wicks, woven, plaited or knitted , for lamps, stoves"
5909,Textile hosepiping and similar textile tubing
5910,"Transmission or conveyor belts or belting, of textile material"
5911,"Textile products and articles, for technical uses"
6001,"Pile fabrics, including long pile fabrics and terry fabrics, knitted or cro ..."
6002,Knitted or crocheted fabrics of a width not exceeding 30 cm
6003,Knitted or crocheted fabrics of a width not exceeding 30 cm
6004,Knitted or crocheted fabrics of a width exceeding 30 cm
6005,Warp knit fabrics (including those made on galloon knitting machines)
6006,Other knitted or crocheted fabrics.
6101,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks"
6102,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks"
6103,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace  ..."
6104,"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts"
6105,"Men's or boys' shirts, knitted or crocheted."
6106,"Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted."
6107,"Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes"
6108,"Women's or girls' slips, petticoats, briefs, panties, nightdresses"
6109,"T-shirts, singlets and other vests, knitted or crocheted."
6110,"Jerseys, pullovers, cardigans, waist-coats and similar articles, knitted or ..."
6111,"Babies' garments and clothing accessories, knitted or crocheted."
6112,"Track suits, ski suits and swimwear, knitted or crocheted."
6113,"Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 o ..."
6114,"Other garments, knitted or crocheted."
6115,"Panty hose, tights, stockings, socks and other hosiery"
6116,"Gloves, mittens and mitts, knitted or crocheted."
6117,"Other made up clothing accessories, knitted or crocheted"
6201,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks"
6202,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks"
6203,"Men's or boys' suits, ensembles, jackets, blazers, trousers"
6204,"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts"
6205,Men's or boys' shirts.
6206,"Women's or girls' blouses, shirts and shirt-blouses."
6207,"Men's or boys' singlets and other vests, underpants, briefs, nightshirts"
6208,"Women's or girls' singlets and other vests, slips, petticoats, briefs"
6209,Babies' garments and clothing accessories.
6210,"Garments, made up of fabrics of heading 56.02, 56.03, 59.03, 59.06 or 59.07 ..."
6211,"Track suits, ski suits and swimwear; other garments."
6212,"BrassiFres, girdles, corsets, braces, suspenders, garters and similar artic ..."
6213,Handkerchiefs.
6214,"Shawls, scarves, mufflers, mantillas, veils and the like."
6215,"Ties, bow ties and cravats."
6216,"Gloves, mittens and mitts."
6217,Other made up clothing accessories
6301,Blankets and travelling rugs.
6302,"Bed linen, table linen, toilet linen and kitchen linen."
6303,Curtains (including drapes) and interior blinds; curtain or bed valances.
6304,"Other furnishing articles, excluding those of heading 94.04."
6305,"Sacks and bags, of a kind used for the packing of goods."
6306,"Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or la ..."
6307,"Other made up articles, including dress patterns."
6308,"Sets consisting of woven fabric and yarn, whether or not with accessories"
6309,Worn clothing and other worn articles.
6310,"Used or new rags, scrap twine, cordage, rope and cables and worn out articl ..."
6401,Waterproof footwear with outer soles and uppers of rubber or of plastics
6402,Other footwear with outer soles and uppers of rubber or plastics.
6403,"Footwear with outer soles of rubber, plastics, leather or composition leath ..."
6404,"Footwear with outer soles of rubber, plastics, leather or composition leath ..."
6405,Other footwear.
6406,Parts of footwear
6501,"Hat-forms, hat bodies and hoods of felt"
6502,"Hat-shapes, plaited or made by assembling strips of any material"
6503,"Felt hats and other felt headgear, made from the hat bodies"
6504,"Hats and other headgear, plaited or made by assembling strips of any materi ..."
6505,"Hats and other headgear, knitted or crocheted, or made up from lace"
6506,"Other headgear, whether or not lined or trimmed."
6507,"Head-bands, linings, covers, hat foundations, hat frames, peaks and chinstr ..."
6601,Umbrellas and sun umbrellas
6602,"Walking-sticks, seat-sticks, whips, riding-crops and the like."
6603,"Parts, trimmings and accessories of articles of heading 66.01 or 66.02."
6701,"Skins and other parts of birds with their feathers or down, feathers"
6702,"Artificial flowers, foliage and fruit and parts thereof"
6703,"Human hair, dressed, thinned, bleached or otherwise worked"
6704,"Wigs, false beards, eyebrows and eyelashes, switches and the like"
6801,"Setts, curbstones and flagstones, of natural stone (except slate)"
6802,Worked monumental or building stone (except slate) and articles thereof
6803,Worked slate and articles of slate or of agglomerated slate.
6804,"Millstones, grindstones, grinding wheels and the like"
6805,"Natural or artificial abrasive powder or grain, on a base of textile materi ..."
6806,"Slag wool, rock wool and similar mineral wools"
6807,Articles of asphalt or of similar material
6808,"Panels, boards, tiles, blocks and similar articles of vegetable fibre"
6809,Articles of plaster or of compositions based on plaster.
6810,"Articles of cement, of concrete or of artificial stone"
6811,"Articles of asbestos-cement, of cellulose fibre-cement or the like."
6812,Fabricated asbestos fibres; mixtures with a basis of asbestos
6813,Friction material and articles thereof
6814,"Worked mica and articles of mica, including agglomerated"
6815,Articles of stone or of other mineral substances
6901,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals"
6902,"Refractory bricks, blocks, tiles and similar refractory ceramic constructio ..."
6903,Other refractory ceramic goods
6904,"Ceramic building bricks, flooring blocks, support or filler tiles and the l ..."
6905,"Roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments ..."
6906,"Ceramic pipes, conduits, guttering and pipe fittings."
6907,"Unglazed ceramic flags and paving, hearth or wall tiles"
6908,"Glazed ceramic flags and paving, hearth or wall tiles"
6909,"Ceramic wares for laboratory, chemical or other technical uses"
6910,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water clos ..."
6911,"Tableware, kitchenware, other household articles and toilet articles, of po ..."
6912,"Ceramic tableware, kitchenware, other household articles and toilet article ..."
6913,Statuettes and other ornamental ceramic articles.
6914,Other ceramic articles.
7001,Cullet and other waste and scrap of glass; glass in the mass.
7002,"Glass in balls (other than microspheres of heading 70.18), rods or tubes, u ..."
7003,"Cast glass and rolled glass, in sheets or profiles"
7004,"Drawn glass and blown glass, in sheets"
7005,"Float glass and surface ground or polished glass, in sheets"
7006,"Glass of heading 70.03, 70.04 or 70.05, bent, edge-worked, engraved"
7007,"Safety glass, consisting of toughened (tempered) or laminated glass."
7008,Multiple-walled insulating units of glass.
7009,"Glass mirrors, whether or not framed, including rear-view mirrors."
7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers ..."
7011,"Glass envelopes (including bulbs and tubes), open, and glass parts thereof"
7012,Glass inners for vacuum flasks or for other vacuum vessels.
7013,"Glassware of a kind used for table, kitchen, toilet, office"
7014,Signalling glassware and optical elements of glass
7015,Clock or watch glasses and similar glasses
7016,"Paving blocks, slabs, bricks, squares, tiles"
7017,"Laboratory, hygienic or pharmaceutical glassware"
7018,"Glass beads, imitation pearls, imitation precious or semi-precious stones"
7019,Glass fibres (including glass wool) and articles thereof
7020,Other articles of glass.
7101,"Pearls, natural or cultured"
7102,"Diamonds, whether or not worked, but not mounted or set."
7103,Precious stones (other than diamonds) and semi-precious stones
7104,Synthetic or reconstructed precious or semi-precious stones
7105,Dust and powder of natural or synthetic precious or semi-precious stones.
7106,Silver (including silver plated with gold or platinum)
7107,Base metals clad with silver
7108,Gold (including gold plated with platinum)
7109,"Base metals or silver, clad with gold, not further worked than semi-manufac ..."
7110,"Platinum, unwrought or in semi-manufactured forms, or in powder form."
7111,"Base metals, silver or gold, clad with platinum"
7112,Waste and scrap of precious metal or of metal clad with precious metal
7113,"Articles of jewellery and parts thereof, of precious metal"
7114,Articles of goldsmiths' or silversmiths' wares
7115,Other articles of precious metal or of metal clad with precious metal.
7116,"Articles of natural or cultured pearls, precious or semi-precious stones"
7117,Imitation jewellery.
7118,Coin.
7201,"Pig iron and spiegeleisen in pigs, blocks or other primary forms."
7202,Ferro-alloys.
7203,Ferrous products obtained by direct reduction of iron ore
7204,Ferrous waste and scrap; remelting scrap ingots of iron or steel.
7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel."
7206,Iron and non-alloy steel in ingots or other primary forms
7207,Semi-finished products of iron or non-alloy steel.
7208,Flat-rolled products of iron or non-alloy steel
7209,Flat-rolled products of iron or non-alloy steel
7210,Flat-rolled products of iron or non-alloy steel
7211,"Flat-rolled products of iron or non-alloy steel, of a width of less than 60 ..."
7212,"Flat-rolled products of iron or non-alloy steel, of a width of less than 60 ..."
7213,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy ..."
7214,"Other bars and rods of iron or non-alloy steel, not further worked than for ..."
7215,Other bars and rods of iron or non-alloy steel.
7216,"Angles, shapes and sections of iron or non-alloy steel."
7217,Wire of iron or non-alloy steel.
7218,Stainless steel in ingots or other primary forms
7219,"Flat-rolled products of stainless steel, of a width of 600 mm or more."
7220,"Flat-rolled products of stainless steel, of a width of less than 600 mm."
7221,"Bars and rods, hot-rolled, in irregularly wound coils, of stainless steel."
7222,Other bars and rods of stainless steel;
7223,Wire of stainless steel.
7224,Other alloy steel in ingots or other primary forms;
7225,"Flat-rolled products of other alloy steel, of a width of 600 mm or more."
7226,"Flat-rolled products of other alloy steel, of a width of less than 600 mm."
7227,"Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel ..."
7228,Other bars and rods of other alloy steel;
7229,Wire of other alloy steel.
7301,Sheet piling of iron or steel
7302,Railway or tramway track construction material of iron or steel
7303,"Tubes, pipes and hollow profiles, of cast iron."
7304,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron)  ..."
7305,"Other tubes and pipes (for example, welded, riveted or similarly closed)"
7306,"Other tubes, pipes and hollow profiles"
7307,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or ..."
7308,Structures (excluding prefabricated buildings of heading 94.06)
7309,"Reservoirs, tanks, vats and similar containers for any material"
7310,"Tanks, casks, drums, cans, boxes and similar containers, for any material"
7311,"Containers for compressed or liquefied gas, of iron or steel."
7312,"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron o ..."
7313,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or n ..."
7314,"Cloth (including endless bands), grill, netting and fencing, of iron or ste ..."
7315,"Chain and parts thereof, of iron or steel."
7316,"Anchors, grapnels and parts thereof, of iron or steel."
7317,"Nails, tacks, drawing pins, corrugated nails, staples"
7318,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pin ..."
7319,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilet ..."
7320,"Springs and leaves for springs, of iron or steel."
7321,"Stoves, ranges, grates, cookers"
7322,"Radiators for central heating, not electrically heated, and parts thereof"
7323,"Table, kitchen or other household articles and parts thereof, of iron or st ..."
7324,"Sanitary ware and parts thereof, of iron or steel."
7325,Other cast articles of iron or steel.
7326,Other articles of iron or steel.
7401,Copper mattes; cement copper (precipitated copper).
7402,Unrefined copper; copper anodes for electrolytic refining.
7403,"Refined copper and copper alloys, unwrought."
7404,Copper waste and scrap.
7405,Master alloys of copper.
7406,Copper powders and flakes.
7407,"Copper bars, rods and profiles."
7408,Copper wire.
7409,"Copper plates, sheets and strip, of a thickness exceeding 0.15 mm."
7410,"Copper foil (whether or not printed or backed with paper, paperboard or pla ..."
7411,Copper tubes and pipes.
7412,"Copper tube or pipe fittings (for example, couplings, elbows, sleeves)."
7413,"Stranded wire, cables, plaited bands and the like, of copper"
7414,"Cloth (including endless bands), grill and netting, of copper wire"
7415,"Nails, tacks, drawing pins, staples (other than those of heading 83.05)"
7416,Copper springs.
7417,Cooking or heating apparatus of a kind used for domestic purposes
7418,"Table, kitchen or other household articles and parts thereof, of copper"
7419,Other articles of copper.
7501,"Nickel mattes, nickel oxide sinters and other intermediate products of nick ..."
7502,Unwrought nickel.
7503,Nickel waste and scrap.
7504,Nickel powders and flakes.
7505,"Nickel bars, rods, profiles and wire."
7506,"Nickel plates, sheets, strip and foil."
7507,"Nickel tubes, pipes and tube or pipe fittings (for example, couplings, elbo ..."
7508,Other articles of nickel.
7601,Unwrought aluminium.
7602,Aluminium waste and scrap.
7603,Aluminium powders and flakes.
7604,"Aluminium bars, rods and profiles."
7605,Aluminium wire.
7606,"Aluminium plates, sheets and strip, of a thickness exceeding 0.2 mm."
7607,"Aluminium foil (whether or not printed or backed with paper, paperboard or  ..."
7608,Aluminium tubes and pipes.
7609,"Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves)."
7610,Aluminium structures (excluding prefabricated buildings of heading 94.06)
7611,"Aluminium reservoirs, tanks, vats and similar containers, for any material"
7612,"Aluminium casks, drums, cans, boxes and similar containers"
7613,Aluminium containers for compressed or liquefied gas.
7614,"Stranded wire, cables, plaited bands and the like, of aluminium"
7615,"Table, kitchen or other household articles and parts thereof, of aluminium"
7616,Other articles of aluminium.
7801,Unwrought lead.
7802,Lead waste and scrap.
7803,"Lead bars, rods, profiles and wire."
7804,"Lead plates, sheets, strip and foil; lead powders and flakes."
7805,"Lead tubes, pipes and tube or pipe fittings (for example, couplings, elbows ..."
7806,Other articles of lead.
7901,Unwrought zinc.
7902,Zinc waste and scrap.
7903,"Zinc dust, powders and flakes."
7904,"Zinc bars, rods, profiles and wire."
7905,"Zinc plates, sheets, strip and foil."
7906,"Zinc tubes, pipes and tube or pipe fittings (for example, couplings, elbows ..."
7907,Other articles of zinc.
8001,Unwrought tin.
8002,Tin waste and scrap.
8003,"Tin bars, rods, profiles and wire."
8004,"Tin plates, sheets and strip, of a thickness exceeding 0.2 mm."
8005,"Tin foil (whether or not printed or backed with paper, paperboard or plasti ..."
8006,"Tin tubes, pipes and tube or pipe fittings (for example, couplings, elbows, ..."
8007,Other articles of tin.
8101,"Tungsten (wolfram) and articles thereof, including waste and scrap."
8102,"Molybdenum and articles thereof, including waste and scrap."
8103,"Tantalum and articles thereof, including waste and scrap."
8104,"Magnesium and articles thereof, including waste and scrap."
8105,Cobalt mattes and other intermediate products of cobalt metallurgy
8106,"Bismuth and articles thereof, including waste and scrap."
8107,"Cadmium and articles thereof, including waste and scrap."
8108,"Titanium and articles thereof, including waste and scrap."
8109,"Zirconium and articles thereof, including waste and scrap."
8110,"Antimony and articles thereof, including waste and scrap."
8111,"Manganese and articles thereof, including waste and scrap."
8112,"Beryllium, chromium, germanium, vanadium, gallium, hafnium"
8113,"Cermets and articles thereof, including waste and scrap."
8201,"Hand tools, the following : spades, shovels, mattocks, picks, hoes, forks a ..."
8202,Hand saws; blades for saws of all kinds
8203,"Files, rasps, pliers (including cutting pliers), pincers, tweezers"
8204,Hand-operated spanners and wrenches
8205,Hand tools (including glaziers' diamonds)
8206,"Tools of two or more of the headings 82.02 to 82.05, put up in sets for ret ..."
8207,"Interchangeable tools for hand tools, whether or not power-operated"
8208,"Knives and cutting blades, for machines or for mechanical appliances."
8209,"Plates, sticks, tips and the like for tools, unmounted, of cermets."
8210,"Hand-operated mechanical appliances, weighing 10 kg or less"
8211,"Knives with cutting blades, serrated or not (including pruning knives)"
8212,Razors and razor blades (including razor blade blanks in strips).
8213,"Scissors, tailors' shears and similar shears, and blades therefor."
8214,"Other articles of cutlery (for example, hair clippers, butchers' or kitchen ..."
8215,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives"
8301,"Padlocks and locks (key, combination or electrically operated), of base met ..."
8302,"Base metal mountings, fittings and similar articles suitable for furniture"
8303,"Armoured or reinforced safes, strong-boxes and doors and safe deposit locke ..."
8304,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays"
8305,"Fittings for loose-leaf binders or files, letter clips, letter corners, pap ..."
8306,"Bells, gongs and the like, non-electric, of base metal; statuettes and othe ..."
8307,"Flexible tubing of base metal, with or without fittings."
8308,"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets an ..."
8309,"Stoppers, caps and lids (including crown corks, screw caps and pouring stop ..."
8310,"Sign-plates, name-plates, address-plates and similar plates, numbers, lette ..."
8311,"Wire, rods, tubes, plates, electrodes and similar products, of base metal"
8401,"Nuclear reactors; fuel elements (cartridges), non-irradiated, for nuclear r ..."
8402,Steam or other vapour generating boilers
8403,Central heating boilers other than those of heading 84.02.
8404,Auxiliary plant for use with boilers of heading 84.02 or 84.03
8405,"Producer gas or water gas generators, with or without their purifiers"
8406,Steam turbines and other vapour turbines.
8407,Spark-ignition reciprocating or rotary internal combustion piston engines.
8408,Compression-ignition internal combustion piston engines (diesel or semi-die ...
8409,Parts suitable for use solely or principally with the engines of heading 84 ...
8410,"Hydraulic turbines, water wheels, and regulators therefor."
8411,"Turbo-jets, turbo-propellers and other gas turbines."
8412,Other engines and motors.
8413,"Pumps for liquids, whether or not fitted with a measuring device; liquid el ..."
8414,"Air or vacuum pumps, air or other gas compressors and fans"
8415,"Air conditioning machines, comprising a motor-driven fan"
8416,"Furnace burners for liquid fuel, for pulverised solid fuel or for gas"
8417,"Industrial or laboratory furnaces and ovens, including incinerators, non-el ..."
8418,"Refrigerators, freezers and other refrigerating or freezing equipment"
8419,"Machinery, plant or laboratory equipment"
8420,"Calendering or other rolling machines, other than for metals or glass"
8421,"Centrifuges, including centrifugal dryers"
8422,Dish washing machines; machinery for cleaning or drying bottles or other co ...
8423,Weighing machinery (excluding balances of a sensitivity of 5 cg or better)
8424,Mechanical appliances (whether or not hand-operated) for projecting
8425,Pulley tackle and hoists other than skip hoists; winches and capstans; jack ...
8426,"Ships' derricks; cranes, including cable cranes; mobile lifting frames"
8427,Fork-lift trucks; other works trucks fitted with lifting or handling equipm ...
8428,"Other lifting, handling, loading or unloading machinery"
8429,"Self-propelled bulldozers, angledozers, graders, levellers, scrapers"
8430,"Other moving, grading, levelling, scraping, excavating, tamping, compacting ..."
8431,Parts suitable for use principally with the machinery of headings 84.25 to  ...
8432,"Agricultural, horticultural or forestry machinery for soil preparation or c ..."
8433,"Harvesting or threshing machinery, including straw or fodder balers"
8434,Milking machines and dairy machinery.
8435,"Presses, crushers and similar machinery used in the manufacture of wine"
8436,"Other agricultural, horticultural, forestry, poultry-keeping or bee-keeping ..."
8437,"Machines for cleaning, sorting or grading seed, grain or dried leguminous v ..."
8438,"Machinery, not specified or included elsewhere in this Chapter"
8439,Machinery for making pulp of fibrous cellulosic material
8440,"Book-binding machinery, including book-sewing machines."
8441,"Other machinery for making up paper pulp, paper or paperboard"
8442,"Machinery, apparatus and equipment"
8443,"Printing machinery used for printing by means of the printing type, blocks"
8444,"Machines for extruding, drawing, texturing or cutting man-made textile mate ..."
8445,"Machines for preparing textile fibres; spinning, doubling or twisting machi ..."
8446,Weaving machines (looms).
8447,"Knitting machines, stitch-bonding machines and machines for making gimped y ..."
8448,"Auxiliary machinery for use with machines of heading 84.44, 84.45, 84.46 or ..."
8449,Machinery for the manufacture or finishing of felt or nonwovens in the piec ...
8450,"Household or laundry-type washing machines, including machines which both w ..."
8451,"Machinery (other than machines of heading 84.50) for washing, cleaning, wri ..."
8452,"Sewing machines, other than book-sewing machines of heading 84.40"
8453,"Machinery for preparing, tanning or working hides, skins or leather"
8454,"Converters, ladles, ingot moulds and casting machines"
8455,Metal-rolling mills and rolls therefor.
8456,"Machine-tools for working any material by removal of material, by laser or  ..."
8457,"Machining centres, unit construction machines (single station)"
8458,Lathes (including turning centres) for removing metal.
8459,"Machine-tools (including way-type unit head machines) for drilling, boring"
8460,"Machine-tools for deburring, sharpening, grinding, honing, lapping, polishi ..."
8461,"Machine-tools for planing, shaping, slotting, broaching, gear cutting, gear ..."
8462,"Machine-tools (including presses) for working metal by forging, hammering"
8463,"Other machine-tools for working metal or cermets, without removing material ..."
8464,"Machine-tools for working stone, ceramics, concrete, asbestos-cement"
8465,"Machine-tools (including machines for nailing, stapling, glueing"
8466,Parts and accessories  for use with machines of heading 84.56 to 84.65
8467,"Tools for working in the hand, pneumatic, hydraulic"
8468,"Machinery and apparatus for soldering, brazing or welding"
8469,Typewriters other than printers of heading 84.71; word-processing machines. ...
8470,"Calculating machines and pocket-size data recording, reproducing machines"
8471,Automatic data processing machines and units thereof
8472,Other office machines
8473,Parts and accessories for use with machines of heading 84.69 to 84.72
8474,"Machinery for sorting, screening, separating, washing, crushing, grinding"
8475,"Machines for assembling electric or electronic lamps, tubes or valves"
8476,Automatic goods-vending machines
8477,Machinery for working rubber or plastics
8478,Machinery for preparing or making up tobacco
8479,Machines and mechanical appliances having individual functions
8480,Moulding boxes for metal foundry; mould bases; moulding patterns
8481,"Taps, cocks, valves and similar appliances for pipes, boiler shells"
8482,Ball or roller bearings.
8483,Transmission shafts (including cam shafts and crank shafts) and cranks
8484,Gaskets and similar joints of metal sheeting combined with other material
8485,"Machinery parts, not containing electrical connectors, insulators, coils"
8501,Electric motors and generators (excluding generating sets).
8502,Electric generating sets and rotary converters.
8503,Parts suitable for use principally with the machines of heading 85.01 or 85 ...
8504,"Electrical transformers, static converters (for example, rectifiers) and in ..."
8505,Electro-magnets; permanent magnets and articles intended to become permanen ...
8506,Primary cells and primary batteries.
8507,"Electric accumulators, including separators therefor"
8509,"Electro-mechanical domestic appliances, with self-contained electric motor. ..."
8510,"Shavers, hair clippers and hair-removing appliances, with self-contained el ..."
8511,Electrical ignition or starting equipment
8512,Electrical lighting or signalling equipment
8513,Portable electric lamps designed to function by their own source of energy
8514,Industrial or laboratory electric furnaces and ovens
8515,"Electric (including electrically heated gas), laser or other light"
8516,Electric instantaneous or storage water heaters and immersion heaters
8517,Electrical apparatus for line telephony or line telegraphy
8518,Microphones and stands therefor; loudspeakers
8519,"Turntables (record-decks), record-players, cassette-players"
